,mfcc,mfcc.1,mfcc.2,mfcc.3,mfcc.4,mfcc.5,mfcc.6,mfcc.7,mfcc.8,mfcc.9,mfcc.10,mfcc.11,mfcc.12,mfcc.13,mfcc.14,mfcc.15,mfcc.16,mfcc.17,mfcc.18,mfcc.19,mfcc.20,mfcc.21,mfcc.22,mfcc.23,mfcc.24,mfcc.25,mfcc.26,mfcc.27,mfcc.28,mfcc.29,mfcc.30,mfcc.31,mfcc.32,mfcc.33,mfcc.34,mfcc.35,mfcc.36,mfcc.37,mfcc.38,mfcc.39,mfcc.40,mfcc.41,mfcc.42,mfcc.43,mfcc.44,mfcc.45,mfcc.46,mfcc.47,mfcc.48,mfcc.49,mfcc.50,mfcc.51,mfcc.52,mfcc.53,mfcc.54,mfcc.55,mfcc.56,mfcc.57,mfcc.58,mfcc.59,mfcc.60,mfcc.61,mfcc.62,mfcc.63,mfcc.64,mfcc.65,mfcc.66,mfcc.67,mfcc.68,mfcc.69,mfcc.70,mfcc.71,mfcc.72,mfcc.73,mfcc.74,mfcc.75,mfcc.76,mfcc.77,mfcc.78,mfcc.79,mfcc.80,mfcc.81,mfcc.82,mfcc.83,mfcc.84,mfcc.85,mfcc.86,mfcc.87,mfcc.88,mfcc.89,mfcc.90,mfcc.91,mfcc.92,mfcc.93,mfcc.94,mfcc.95,mfcc.96,mfcc.97,mfcc.98,mfcc.99,mfcc.100,mfcc.101,mfcc.102,mfcc.103,mfcc.104,mfcc.105,mfcc.106,mfcc.107,mfcc.108,mfcc.109,mfcc.110,mfcc.111,mfcc.112,mfcc.113,mfcc.114,mfcc.115,mfcc.116,mfcc.117,mfcc.118,mfcc.119,mfcc.120,mfcc.121,mfcc.122,mfcc.123,mfcc.124,mfcc.125,mfcc.126,mfcc.127,mfcc.128,mfcc.129,mfcc.130,mfcc.131,mfcc.132,mfcc.133,mfcc.134,mfcc.135,mfcc.136,mfcc.137,mfcc.138,mfcc.139,track_genre_top
73365,-0.28541201353,1.7617014647,-0.47002491355,-0.43974459171,-0.13958337903,-0.26616847515,1.2844097614,0.65155231953,0.97383564711,0.47220525146,0.38254874945,0.23477782309,0.15858598053,0.41772279143,0.40725550056,0.10290451348,0.55683428049,0.0017673071707,0.14260129631,0.3665651083,13.222810745,255.70367432,130.25613403,115.89790344,49.327777863,57.446090698,43.178539276,62.269035339,43.856079102,44.90007019,29.243665695,40.424983978,31.403186798,45.72215271,33.830711365,35.792072296,32.566577911,28.337141037,27.675535202,27.663515091,-214.60656738,148.00996399,57.924304962,31.873447418,5.7374100685,17.020452499,4.585506916,9.7122383118,-1.4214026928,4.177500248,-0.92267799377,4.7443575859,-0.29385539889,4.0286817551,0.16366240382,1.5568138361,-2.5211508274,-1.6997845173,-4.9196982384,-1.6313432455,-191.65684509,151.54953003,62.446273804,34.438301086,4.5557761192,17.202888489,4.9779982567,8.7154827118,4.1744385726e-14,3.3081290722,-0.2478261292,4.4785914421,5.6843418861e-14,4.0597043037,3.019806627e-14,1.0965846777,-2.5050699711,-1.6145429611,-4.8923430443,-1.4441318512,-467.99047852,-2.3092638912e-14,-52.401172638,-50.116184235,-55.52930069,-29.98865509,-50.499660492,-34.40189743,-44.680988312,-41.029384613,-38.229854584,-26.811203003,-34.140670776,-26.638309479,-32.33511734,-30.78119278,-31.289981842,-30.53795433,-29.10767746,-28.156970978,-0.65080434084,-1.0709863901,-0.47255280614,-0.18764463067,0.067134141922,0.071044005454,-0.46204435825,0.47257086635,-0.52866536379,0.2467341423,-0.23226933181,0.10127963871,-0.27308762074,-0.11008422822,-0.15235048532,-0.023515697569,0.15888486803,0.11430224031,0.075835585594,0.070691801608,106.96670532,49.681697845,32.469181061,24.709249496,14.526834488,11.075790405,10.442562103,11.534101486,10.505617142,9.5596857071,8.0348424911,7.8292007446,8.7088603973,7.5528535843,7.4647545815,8.4594125748,7.0493144989,7.762948513,6.8739752769,7.0690088272,Electronic
73366,-0.24642109871,2.0306088924,-0.38019701838,0.12840971351,-0.33626618981,-0.2994146049,0.083113409579,-0.20213901997,0.27034434676,0.03808612749,0.15923051536,-0.21871601045,-0.16722898185,-0.04992807284,0.80421769619,0.68729823828,0.072373896837,-0.0013138114009,0.33088198304,0.27497583628,46.969665527,265.61791992,122.57415009,119.91369629,66.185546875,71.649757385,56.763286591,53.823905945,45.369499207,35.416664124,27.233053207,33.739196777,29.19865036,25.213499069,17.542058945,26.16176033,19.613243103,23.904190063,34.01442337,33.139026642,-203.28106689,137.30456543,35.358715057,54.333457947,7.177520752,25.279949188,8.9331026077,10.346663475,1.8245486021,4.0994300842,-4.1916460991,-1.2638353109,-4.7616062164,-4.0619883537,-9.1325044632,-5.4222111702,-6.4009003639,-4.7467832565,-5.7655057907,-3.6763923168,-192.19334412,136.94976807,32.433734894,56.598911285,7.0557050705,26.135299683,8.4356832504,9.9723320007,1.1695122719,4.3070273399,-4.0229721069,-1.3754818439,-4.707221508,-3.6348018646,-8.5239009857,-4.4761581421,-6.1865434647,-4.2944564819,-5.7815976143,-3.4879450798,-477.64373779,-1.2434497876e-14,-57.712646484,-28.233833313,-62.040653229,-26.561605453,-31.550561905,-22.867168427,-47.306922913,-43.38527298,-35.088466644,-32.249095917,-37.546070099,-35.546829224,-51.351119995,-43.541511536,-36.903411865,-35.315582275,-35.280483246,-39.483638763,-0.36818102002,-0.60691869259,0.13985416293,-0.52911841869,-0.0015438249102,-0.16732281446,0.27838763595,0.17304998636,0.19931708276,-0.13531121612,-0.034153256565,0.17140004039,0.0052643837407,-0.19930905104,-0.54384052753,-0.53886389732,-0.20336146653,-0.24276660383,0.061778254807,-0.011844316497,102.28885651,35.793556213,30.883733749,23.556840897,19.135791779,13.539302826,11.940678596,10.31221199,9.813873291,8.9338197708,8.3271121979,8.8838100433,8.790602684,8.1982145309,8.144528389,8.3473987579,7.2826490402,7.3419594765,7.419356823,7.4908809662,Electronic
73367,2.3863580227,1.1520488262,-0.046394154429,-0.68370229006,0.44059193134,-0.23914551735,0.0044908840209,-0.23532278836,0.31928503513,-0.19879572093,0.39570981264,-0.054491955787,0.33339455724,0.17773446441,0.042748000473,0.17627227306,0.071529507637,-0.095771327615,0.23875026405,0.42524069548,46.387699127,237.16145325,122.38144684,112.59119415,58.006332397,68.574554443,34.917251587,42.056613922,37.231945038,40.506916046,37.573261261,32.179233551,27.153102875,36.705501556,25.33067131,24.482172012,25.181976318,30.035072327,23.731315613,32.193096161,-169.50567627,134.26499939,38.283557892,27.978603363,-1.8079935312,17.195522308,-2.3148317337,5.0324964523,-1.8952161074,0.94413369894,-1.1576709747,1.4581834078,-2.4471106529,1.4384784698,-5.6582942009,1.6371010542,-4.8188138008,-0.59620285034,-6.1826810837,-1.0807247162,-166.37330627,142.63946533,38.138370514,28.386672974,-1.0391657352,18.114904404,-1.5593347549,5.8373985291,-1.3935880661,1.0661270618,-1.4625030756,1.3125289679,-2.2675111294,0.80289161205,-5.6282868385,1.6451175213,-4.8317275047,-4.3520742565e-14,-6.2472424507,-0.97205007076,-463.57244873,-11.451351166,-27.605119705,-32.53219223,-53.494682312,-22.908168793,-39.815578461,-39.407039642,-36.07201767,-34.482105255,-30.753787994,-31.073392868,-30.716690063,-28.446113586,-32.922317505,-25.155473709,-30.880289078,-29.061260223,-30.17710495,-29.879045486,-1.104233861,-1.0173652172,0.11971077323,0.0059948926792,0.11345365644,-0.024618292227,-0.11560013145,-0.31274139881,0.042962454259,-0.20359866321,0.35377347469,-0.073368780315,0.031161753461,0.16955456138,-0.028427498415,-0.25883024931,0.043964333832,-0.092509269714,0.085477657616,0.19901873171,95.16229248,46.45716095,21.57989502,20.013692856,14.213663101,12.984043121,9.6599235535,11.180413246,8.7918300629,10.137428284,8.5938854218,8.4400014877,7.1088886261,8.3448410034,7.336388588,7.2443785667,6.737136364,8.1288423538,6.6701083183,7.601246357,Electronic
73368,-0.12404509634,2.2062783241,0.26499855518,-0.5068692565,0.062078684568,0.015268055722,-0.034772194922,0.01024851948,-0.046765711159,0.52999341488,0.23032701015,0.52343189716,0.68217766285,0.074193365872,0.16031110287,0.04389340058,-0.20222014189,0.37787517905,-0.062717303634,0.4212539196,25.192584991,239.92948914,130.87528992,94.007995605,58.277736664,68.032402039,62.572483063,42.705429077,33.052032471,32.080104828,24.01849556,40.169029236,40.039836884,30.010173798,28.962924957,28.25510788,23.359413147,31.604248047,27.659633636,37.509807587,-212.98529053,144.04267883,33.752807617,36.279258728,11.210445404,15.85717392,6.1589560509,6.1041316986,-2.2708890438,1.194470048,-5.0876812935,0.62127703428,-4.3582925797,0.34298691154,-3.7141251564,0.36353367567,-3.821388483,0.52852511406,-4.3285207748,1.1165623665,-197.93470764,148.50842285,34.953601837,35.304252625,10.549549103,15.385133743,5.0391712189,5.7506451607,-2.0875942707,1.7737029791,-5.4624490738,0.62455892563,-4.9729809761,0.33845430613,-3.8797540665,0.094836354256,-3.6323013306,0.9999140501,-4.0986332893,1.287733674,-490.09661865,-7.9936057773e-14,-78.687522888,-27.232854843,-46.240989685,-22.279561996,-28.463701248,-34.080215454,-36.183250427,-39.131328583,-40.142173767,-33.773849487,-28.471654892,-29.877733231,-36.195800781,-25.656812668,-32.121582031,-32.233642578,-32.651348114,-30.01202774,-0.53088462353,-1.1367491484,-0.20624157786,0.1506946981,0.1311942488,0.18841776252,0.38861653209,0.17327855527,-0.017964793369,-0.37468650937,0.23066608608,0.06813082844,0.55595594645,0.039395704865,0.17015700042,0.18000130355,-0.11233720183,-0.40402981639,-0.089996665716,-0.19949473441,104.75106812,38.792739868,27.211149216,19.138605118,13.451607704,10.345371246,11.976735115,9.7497901917,8.6340818405,8.3207111359,7.9025473595,8.9567279816,8.1421070099,7.2968039513,7.4154281616,7.5824475288,7.8833217621,8.2756996155,8.6830978394,8.5442972183,Electronic
73369,3.4970684052,2.5063419342,-0.35309872031,-0.16448374093,0.11669239402,-0.016637239605,0.5909332037,0.086235798895,-0.13541762531,-0.10426096618,-0.00054203096079,0.058724664152,0.030091645196,0.18093845248,0.28698438406,-0.25722783804,-0.18489506841,-0.13022710383,0.0094565404579,-0.3018912971,35.714008331,280.13635254,81.853599548,79.391845703,41.076141357,44.198940277,43.492027283,46.936740875,25.838829041,27.863542557,17.888120651,26.211719513,20.094026566,24.982381821,21.565725327,29.024583817,20.046329498,27.034217834,21.294061661,23.153635025,-141.73329163,199.4569397,17.955883026,-14.714320183,-6.9415779114,11.089987755,6.5445961952,9.2783937454,-1.3432523012,1.3790200949,-7.895570755,0.91483575106,-2.1667027473,1.226011157,-4.9845724106,3.2352302074,-4.0254936218,2.7466380596,-1.3137620687,0.54622226954,-130.74980164,207.28688049,18.095521927,-14.219115257,-7.6399168968,11.301308632,6.3847851753,9.8269691467,-1.4664577246,1.4725295305,-7.7862257957,0.9938929081,-2.2676815987,1.4530522823,-4.9106760025,3.2214052677,-4.0550336838,2.8306362629,-1.1591775417,0.57848078012,-471.55297852,6.0292239189,-58.031105042,-73.709449768,-53.053829193,-24.798534393,-21.860910416,-22.571020126,-29.061985016,-30.09554863,-33.796676636,-26.341651917,-25.195825577,-32.090187073,-28.593326569,-22.358575821,-26.180877686,-20.540332794,-24.114183426,-20.713741302,-1.4334762096,-1.3910106421,0.018057651818,0.11047432572,0.21506153047,-0.12345986813,0.3264811039,-0.17098471522,-0.000451720407,-0.1155757606,-0.065181151032,-0.046072222292,0.012597953901,-0.27500027418,-0.11076002568,0.043733008206,-0.0055160801858,-0.020958339795,-0.085492156446,-0.044583939016,89.156822205,52.477432251,21.462442398,25.398172379,11.912909508,8.6312198639,8.298289299,9.8283481598,7.2119159698,7.6771039963,6.4835395813,7.3906693459,6.0280780792,7.6961932182,6.1177492142,7.5145916939,6.1383810043,6.6063404083,5.9919719696,6.4992213249,Electronic
73370,1.2221149206,2.6928229332,0.3225210011,0.11547288299,2.2919945717,0.060936320573,0.41127884388,0.37706431746,-0.032279111445,-0.084221310914,0.29397642612,0.4677541852,0.30649152398,0.17263230681,0.45834460855,0.18019634485,0.36632660031,0.1800313741,0.42408123612,1.5921143293,44.492160797,238.43562317,121.2627182,105.03247833,101.61611176,69.482376099,57.393714905,75.665122986,42.318183899,48.403900146,38.687862396,39.663722992,26.331352234,29.216081619,28.336093903,27.650371552,23.796064377,26.288825989,35.237071991,30.870178223,-158.13821411,121.2317276,11.631207466,33.081119537,5.6114554405,23.714736938,7.0098452568,19.101131439,4.7563328743,12.345906258,2.630573988,5.9061398506,-2.4817667007,4.7040510178,-1.2198754549,3.4989049435,-2.2980794907,1.8347984552,-0.23398953676,4.3000230789,-140.50909424,124.21430206,12.068640709,32.903446198,4.0499825478,24.205493927,6.3522777557,19.611848831,4.0630102158,12.595799446,2.3253393173,6.0330510139,-2.3103337288,4.636059761,-0.96669685841,3.5129349232,-2.0295820236,1.6102888584,-0.069247551262,4.4218215942,-466.29275513,-2.5757174171e-14,-104.81907654,-55.087478638,-55.897613525,-28.328910828,-34.149490356,-23.660305023,-30.599527359,-22.473543167,-34.718788147,-29.348438263,-33.451717377,-26.427238464,-32.658535004,-29.147670746,-33.592529297,-27.527273178,-27.348093033,-36.093132019,-1.0272922516,-1.0916939974,-0.15830715001,-0.19005283713,0.79872447252,-0.12352665514,0.2863304913,-0.058960445225,0.20714272559,-0.039500582963,0.017238747329,-0.055233929306,-0.022268753499,-0.069354385138,-0.070554628968,-0.18750497699,-0.057891655713,-0.012492659502,0.048569448292,-0.37862986326,104.67256927,36.159137726,27.899908066,20.612295151,15.959765434,13.228088379,10.29401207,11.694162369,9.8287830353,8.6393823624,8.6510095596,7.6441574097,7.4276165962,7.0451002121,6.6271939278,6.8357610703,6.4701814651,5.8966450691,6.8142476082,6.6322498322,Electronic
73371,3.1071603298,3.9669418335,1.226605773,0.92879265547,-0.083268485963,-0.26073470712,-0.23999843001,0.14025205374,0.23831886053,-0.10435895622,0.073389485478,0.0019209069433,0.62759256363,0.02443141304,0.41657656431,0.13206271827,0.23851586878,0.10516485572,0.26541993022,0.13912685215,45.591026306,254.82635498,116.64287567,84.629920959,51.313182831,59.795417786,45.983097076,47.459392548,34.805049896,30.144313812,27.863349915,23.651250839,35.555892944,29.758871078,23.953330994,27.490085602,27.392560959,28.189325333,28.466672897,25.604669571,-175.11094666,173.74084473,27.603214264,33.004825592,11.102235794,22.746908188,7.1822757721,10.126169205,0.24995206296,3.0131397247,-0.095197416842,-3.5949783325,1.1939638853,3.28434515,-1.7250159979,1.1863719225,0.65107321739,2.2651736736,0.53043532372,0.58390921354,-165.67947388,178.15350342,26.541391373,35.908210754,10.336885452,23.050168991,7.2781009674,9.9258270264,0.52684289217,3.1222126484,0.063935771585,-3.3246397972,0.793851614,3.0994551182,-1.6325296164,1.2725265026,0.38964536786,2.1032128334,0.35980826616,0.44869819283,-466.90148926,-1.0658141036e-14,-58.042324066,-69.774330139,-35.704711914,-26.392499924,-33.262996674,-23.04353714,-36.560752869,-30.217453003,-34.901226044,-35.883979797,-28.342176437,-23.25207901,-34.063072205,-27.038072586,-24.114557266,-20.785732269,-22.405252457,-19.632761002,-1.2785868645,-1.3361650705,0.63556796312,-0.79972654581,0.26937282085,-0.20201463997,0.0013250043849,0.059597849846,-0.17330814898,-0.11125482619,-0.12998072803,-0.16050575674,0.30344694853,0.084903009236,-0.14184576273,-0.044879026711,0.19092527032,0.081391848624,0.20286993682,0.12673515081,73.19304657,37.51865387,23.682001114,18.596874237,11.790446281,11.533683777,10.461853027,8.9580793381,8.379275322,8.2601013184,7.910276413,7.7385773659,7.452521801,6.9101853371,6.3355417252,6.8735041618,5.8655924797,6.0870289803,5.9397115707,5.7403359413,Electronic
73372,-0.071458004415,1.0262858868,-0.35678449273,-0.52411067486,-0.10860295594,-0.54133731127,-0.055191233754,-0.080758720636,-0.14950035512,-0.069958001375,-0.053766056895,0.33380460739,0.066324271262,0.1571803838,-0.10011267662,0.20392464101,-0.083985723555,0.15090204775,-0.054299879819,0.30815654993,25.623643875,270.29025269,103.56734467,69.168624878,63.463481903,61.989707947,41.449733734,47.934165955,35.300682068,40.786922455,33.616279602,42.63060379,29.814556122,33.087245941,30.364852905,34.11246109,27.428817749,34.371047974,31.60278511,24.025760651,-227.27189636,162.99629211,18.557239532,13.422659874,11.567275047,7.8097333908,-2.7186107635,6.2401423454,-0.8059669733,1.5881583691,-0.23110178113,0.42658281326,-2.5373530388,0.43507421017,-1.2381162643,3.8043096066,-0.12802626193,0.53637421131,-1.4690253735,-0.21901346743,-216.24032593,173.78721619,17.073604584,13.480398178,12.341903687,7.8429584503,-3.2220780849,6.3973445892,-0.2235481143,2.9640893936,-0.68641912937,0.80748134851,-2.5074715614,0.73964774609,-1.1593260765,3.9080162048,0.067499518394,1.0489710569,-1.2036927938,0.33109769225,-488.1378479,-4.7375297546,-62.511688232,-41.497272491,-43.442569733,-44.459815979,-45.687732697,-29.283853531,-37.131572723,-36.533237457,-47.132274628,-33.83197403,-34.190193176,-36.765613556,-35.962741852,-24.888525009,-26.74654007,-30.343313217,-29.128509521,-30.483102798,-0.6607260704,-1.2001128197,0.15086486936,0.063772842288,-0.15816609561,-0.080513931811,0.13606989384,0.067441515625,-0.20967379212,-0.38806024194,0.11341561377,-0.26748138666,-0.020146794617,-0.17466829717,-0.026297455654,-0.031979307532,-0.027059687302,-0.1443720758,-0.094702020288,-0.35731804371,107.73205566,59.203399658,24.122833252,17.956897736,15.090320587,16.038768768,11.543066025,10.651316643,10.707564354,11.550607681,9.6543588638,9.0221357346,8.0984458923,7.9657502174,8.0601520538,8.2055959702,7.5927891731,7.5817065239,7.3408813477,6.867978096,Electronic
73465,0.0423505418,-0.40098890662,0.10066579282,-0.85732156038,0.38647541404,-0.25981920958,-0.65933221579,-0.40355423093,-0.22245106101,-0.27787968516,-0.20324365795,-0.32201430202,-0.18210014701,-0.28210061789,-0.1773879379,-0.34857615829,-0.15115317702,-0.13378737867,-0.42135608196,-0.022455530241,55.542156219,247.9087677,132.62519836,110.35700989,53.424526215,66.532859802,30.151580811,39.416816711,33.446071625,35.258171082,20.52768898,42.131652832,22.434764862,31.205471039,24.726215363,26.051496506,14.825858116,24.362798691,14.173299789,23.621465683,-135.30204773,152.504776,36.417633057,16.112594604,1.1120074987,20.544746399,-2.5898311138,0.13078740239,-6.5798864365,3.7926442623,-8.0233888626,3.8986406326,-5.2496681213,1.677656889,-5.9653787613,-0.67506074905,-6.7529096603,-2.5180697441,-9.5170602798,-3.3102309704,-118.31710052,163.04452515,34.339443207,17.896099091,1.8894987106,19.764017105,-2.0238456726,0.75722378492,-5.6058001518,4.1812500954,-7.7479834557,4.2637848854,-5.1424031258,2.0183427334,-5.366335392,-0.0081140669063,-6.5259494781,-2.3851089478,-9.3825569153,-3.294141531,-461.80160522,-19.396007538,-34.80059433,-39.532745361,-68.558990479,-14.446442604,-36.360404968,-37.044811249,-42.490921021,-29.949979782,-37.557472229,-24.823440552,-32.605892181,-28.047002792,-33.65813446,-25.631925583,-33.990589142,-32.867137909,-34.374656677,-29.643421173,-0.61001932621,-0.6876103282,0.37275967002,0.046092361212,-0.37734907866,0.26895242929,-0.12130304426,-0.03306728974,-0.28437393904,-0.25306835771,-0.089681886137,-0.075636461377,-0.013292497024,-0.12426521629,-0.21399338543,-0.14379817247,-0.14676325023,-0.053250905126,-0.035368815064,-0.049571011215,101.4315567,56.138149261,22.356554031,28.81310463,16.452184677,12.76526165,10.8292799,11.899513245,9.5880594254,10.313671112,8.1422939301,9.8639554977,7.4672851562,9.0730953217,7.8714289665,7.8314437866,7.1472148895,8.055934906,7.4281935692,7.6054420471,Pop
73466,-0.26075991988,-0.034792575985,0.79025834799,-0.29814967513,0.10097178072,-0.28857818246,-0.17166237533,0.5563596487,0.83605486155,0.3576271534,0.29496866465,0.6896904707,0.14887160063,0.17001144588,0.24693492055,0.56882548332,0.19997771084,0.14201661944,0.2669390738,0.34732574224,42.03874588,254.36956787,146.0186615,168.11175537,55.894477844,86.058425903,54.796020508,60.513793945,45.847873688,41.598339081,27.195123672,41.115749359,28.132680893,28.63543129,30.850769043,22.336631775,27.026792526,28.782232285,22.637252808,25.813274384,-175.46383667,133.69989014,16.688753128,32.970485687,-17.253658295,25.51518631,7.9028935432,8.8481378555,1.3741990328,3.2658660412,-4.882273674,1.161864996,-5.0037951469,-4.8760457039,-3.4795808792,-3.6414124966,0.17495536804,0.057493247092,-1.262280941,-1.4064040184,-145.15748596,140.00933838,14.013708115,40.206932068,-17.560749054,26.528491974,6.1550412178,8.8309030533,0.76277089119,3.2740495205,-4.0560503006,3.5527136787999996e-15,-4.8825101852,-4.5443534851,-3.3516683578,-3.2312293053,-3.9079850467e-14,-0.2020958662,-1.1983962059,-1.2726156712,-463.77404785,-108.01811981,-69.456268311,-58.775470734,-89.314849854,-20.320417404,-65.509559631,-55.491256714,-64.093978882,-34.988510132,-42.68013382,-32.062492371,-35.059196472,-37.076099396,-33.73216629,-31.481813431,-28.572195053,-28.516401291,-33.844024658,-29.559768677,-0.8006054759,-0.50744152069,0.59272992611,-0.36710724235,0.119755283,-0.015058468096,0.23641099036,-0.25060740113,-0.2946857214,-0.15533085167,-0.33181756735,0.54876548052,0.057929314673,-0.1416272819,0.012696221471,-0.19238808751,-0.086126767099,0.20303051174,-0.099126204848,-0.052022956312,120.73795319,57.034233093,28.941022873,32.43302536,21.515897751,16.533096313,13.947717667,12.78948307,11.291612625,9.3507003784,9.0509977341,9.2332658768,8.5002355576,8.1471223831,7.5610957146,6.6291666031,6.9884614944,6.8694462776,6.7989611626,6.6422510147,Pop
73467,4.7131180763,0.26072248816,-0.18910172582,1.010540843,1.1367157698,0.1346925199,1.0004942417,1.0585845709,1.149911046,0.29071313143,0.4163749218,0.32359871268,1.2253341675,0.23403984308,0.26359456778,0.15234148502,0.039265234023,0.53677272797,0.12153368443,0.20995122194,40.686637878,225.71443176,81.049583435,127.42021179,86.099975586,95.057624817,64.433647156,57.685214996,49.675052643,48.950710297,41.701511383,42.784542084,43.805603027,37.540359497,30.028436661,29.084634781,28.099107742,31.79817009,23.086925507,24.485422134,-129.41662598,94.205284119,-23.455682755,58.489826202,4.1303129196,27.825166702,1.5630933046,15.674686432,0.53742915392,11.003764153,-1.6972190142,8.6560926437,0.84564000368,6.0356411934,-1.2689830065,3.7197396755,-3.7368443012,4.8615670204,-2.4326868057,1.1335170269,-105.73117065,102.49251556,-24.981681824,58.304740906,3.6925010681,28.7781353,1.0079115629,16.015748978,0.058248728514,10.923621178,-1.8798680305,8.9041852951,0.44308999181,6.2157387733,-0.96283739805,4.3335223198,-3.6700294018,5.1806502342,-2.1263608932,1.2691062689,-513.00067139,-53.734119415,-100.75434875,-50.405265808,-68.579872131,-74.893630981,-54.938617706,-46.506698608,-51.772911072,-37.098526001,-38.892906189,-34.968730927,-37.456897736,-29.741760254,-36.411464691,-27.018619537,-36.132774353,-28.839387894,-29.742767334,-21.341056824,-2.0750031471,-0.71965640783,0.25523683429,-0.22287578881,0.23292437196,-0.13732014596,0.38833400607,-0.28261223435,-0.12322679907,0.019665915519,0.034763768315,-0.1184855327,0.47292295098,-0.19962176681,-0.093210980296,-0.37732464075,-0.030621837825,-0.36841669679,-0.15047988296,-0.11644553393,102.15586853,36.14163208,23.864942551,19.932182312,12.536527634,12.460991859,10.726126671,8.8558883667,11.363040924,8.927444458,8.5373678207,8.3631353378,9.2449064255,7.4575610161,7.7052745819,7.5400981903,7.6338009834,7.4036269188,6.6730203629,6.1332564354,Pop
73468,-0.46404403448,0.012705730274,-0.10157015175,-0.84972971678,-0.15926367044,-0.43293303251,-0.65148556232,-0.45986399055,-0.41687744856,-0.37226125598,-0.23092265427,-0.21435876191,-0.18141193688,-0.35454577208,-0.13662023842,-0.36718913913,-0.29347714782,0.072385258973,-0.59428524971,-0.2321960628,30.586881638,241.04426575,130.22900391,74.625946045,62.108573914,52.021945953,28.604473114,39.924861908,23.099401474,37.23872757,18.630645752,32.884830475,18.997930527,30.708082199,22.108852386,26.757902145,17.99665451,23.750720978,14.643494606,25.586231232,-191.15155029,154.85464478,42.713775635,10.192276955,9.0297336578,17.995912552,-0.28189432621,1.0997205973,-7.3795332909,6.1545696259,-6.8040833473,2.3845293522,-4.7650866508,1.8151477575,-6.2365112305,0.72297346592,-5.9957613945,-3.7624366283,-10.017170906,-3.1502640247,-180.16020203,176.57489014,43.298995972,12.912398338,8.085647583,18.151391983,0.095812730491,2.9520049095,-6.3812508583,7.8741841316,-6.4475846291,3.2616066933,-4.538541317,2.4827144146,-5.6062202454,1.8106578588,-5.7552251816,-3.2558729649,-9.6467227936,-3.2974643707,-477.41192627,-7.5763139725,-32.516716003,-44.651275635,-24.447481155,-15.063455582,-32.270751953,-38.109004974,-36.791690826,-37.452766418,-41.622711182,-28.891010284,-31.689956665,-28.471841812,-33.746189117,-27.896196365,-33.83366394,-30.79318428,-35.798839569,-30.019582748,-0.28286105394,-1.0024203062,0.11388537288,-0.0049386220053,0.36421817541,0.023877965286,-0.14998976886,-0.39139792323,-0.32699549198,-0.48514991999,-0.1337056756,-0.39637753367,-0.053536951542,-0.28991237283,-0.22070656717,-0.3526494205,-0.10116063058,-0.27655649185,-0.12471939623,-0.0077820913866,106.49633789,54.635742188,22.21733284,22.711103439,12.147546768,10.673214912,9.9135856628,14.022006989,8.7104110718,11.721701622,7.8756327629,9.2219524384,7.1531076431,9.845498085,7.537668705,9.0592498779,7.2992124557,7.6229581833,7.753672123,8.2738113403,Pop
73469,-1.6764935255,-1.1616469622,1.7422791719,-0.85333395004,-0.25311803818,-0.39215427637,0.59807866812,0.51559573412,2.2723045349,0.6615267396,-0.65176123381,0.66065078974,0.9484411478,0.93868476152,-0.35121375322,-0.24836793542,-0.18203651905,1.1583676338,0.02822243236,0.024327436462,-50.086399078,179.28814697,128.67680359,121.87082672,50.808811188,75.918319702,46.122699738,45.963665009,33.952262878,39.625267029,20.313774109,46.649703979,24.241142273,21.840747833,15.207444191,17.911283493,20.148672104,24.222307205,18.495353699,18.918262482,-343.6496582,52.369194031,12.959490776,29.589258194,-11.643018723,15.594640732,-3.5436248779,-7.8277921677,-7.6610283852,-5.1032004356,-10.770200729,2.5375797749,-3.3035373688,-2.8707351685,-8.4333200455,-5.9277148247,-6.7504878044,-0.0081077739596,-6.2959017754,-5.310084343,-265.72241211,46.167484283,2.3296067715,29.983558655,-3.584372282,10.255474091,5.1514348343e-14,-3.0588152409,-1.4528669119,-0.5386402607,-8.1313505173,-7.105427357599999e-15,4.9737991503000003e-14,-0.0085461875424,-7.1200742722,-3.6972882748,-5.0397224426,-6.6613381478e-14,-4.0949578285,-2.476970911,-545.9161377,-101.72397614,-74.791702271,-19.737825394,-73.5754776,-27.877716064,-49.867115021,-58.123565674,-75.505813599,-42.507312775,-49.694171906,-34.658248901,-35.050632477,-33.458221436,-45.383544922,-35.288894653,-37.343070984,-32.102596283,-39.277603149,-33.367675781,-0.29067191482,0.24936798215,1.0853575468,0.40047281981,-0.54772877693,0.75466483831,-0.55329108238,-0.30671608448,-1.1775259972,-0.51176810265,-0.62229353189,0.32968121767,-0.81734114885,-0.60360968113,-0.61565321684,-0.58194994926,-0.64567500353,-0.082625985146,-0.75344163179,-0.74710834026,160.25285339,55.637878418,25.973781586,26.703901291,18.103441238,17.867555618,13.05692482,14.636835098,13.942777634,10.594141006,11.673557281,11.037646294,8.0033531189,7.0539121628,8.8119497299,7.8003005981,7.7761917114,6.8430056572,7.7586770058,7.6747279167,Pop
